instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
607,18,True,14,numu,0.796694278717041,-0.33270499827578215,0.4354888959609468,0.8364549035166375,115.8164071655549,5585.374627285064,0.8600155541295321,-0.4130973889813706,-0.13797222172004744,0.9001745459911695,82.06947559847737,112.53850122526262,9,13,1,4,0,4,0,13.0,0.46395376324653625,198,143,False,False,False,502,67,200,235,174965.828125,348.5375061035156,4859.767578125,215.9861602783203,42.99980926513672,79.99299621582031,122.27540588378906,83.539306640625,2.3242229935155176
608,19,True,14,numu,4.883659362792969,0.46783976929034105,0.23375343499023765,-0.8523410596120694,103.5181534280972,3046.861258341777,4.780214469472846,0.357805813839592,0.16994524140219397,-0.9182012930220351,99.78463529253064,2258.135750677,12,68,1,2,1,7,1,13.0,2.803706645965576,3323,2848,False,False,False,1677,566,506,605,461032.4375,274.91497802734375,3948.009765625,393.625,44.824893951416016,268.79400634765625,270.21929931640625,404.5377197265625,4.260400127024452
609,20,True,12,nue,2.3761799335479736,0.055320723024708765,-0.5251944274559958,0.8491822130574759,58.318667064172175,31.311093974011783,2.31297020833591,0.054038393142438274,-0.6993861779447924,0.7126982714770386,45.62222230615464,23.56037015482616,4,19,1,1,2,0,0,11.0,0.9844562411308289,5100,4712,True,False,False,2158,678,602,878,543807.5625,251.99609375,3603.86767578125,425.99151611328125,49.24488067626953,455.67901611328125,477.3429260253906,287.17010498046875,5.065828586656962
610,21,False,12,nue,0.11339390277862549,-0.7428500665882044,0.10912481751914355,-0.6605040141977291,96.26486760436617,1527.8903046035027,,,,,,,7,69,0,3,2,2,0,,,1,1,False,False,False,4,1,2,1,234.82977294921875,58.70744323730469,75.35932159423828,631.428466796875,315.7085876464844,0.0,373.3599853515625,0.0,0.006334842678682659
611,22,False,16,nutau,8.396004676818848,0.7478353525788006,-0.3950523572356192,-0.5335502979812884,66.73076051227768,41.47884155098427,1.3561284701955303,0.8755386037811287,-0.405775708790123,-0.2622560341438589,66.06025381911537,40.39978078515196,3,33,0,0,1,2,0,,,7648,6944,True,False,False,5433,1481,2208,1744,1435608.0,264.2385559082031,5824.3818359375,580.0576782226562,64.89371490478516,621.4879760742188,745.99462890625,557.77978515625,9.366309944637148
612,23,True,12,nue,0.34641575813293457,-0.6659971848277776,0.6371937602609193,0.38785546494283796,129.58288212651195,8143.057347551865,0.2705433885309728,-0.16390399956220014,0.7329341788655602,0.6602597734060294,137.13294395295696,9359.335757451936,4,8,1,1,0,2,0,11.0,0.26788046956062317,1784,1465,False,False,False,398,129,198,71,100224.578125,251.82054138183594,2560.96435546875,73.06484985351562,9.416175842285156,146.09503173828125,211.88177490234375,44.33648681640625,5.447215737771747
613,24,True,12,nue,0.1831580251455307,-0.9879587628947528,0.10381136406714506,-0.11472002227156455,95.95868848673548,1466.016028824657,0.17270803738251597,0.11383005876707483,0.9661961950462505,-0.2313171640826339,165.05996972270873,12325.44903517752,2,3,1,1,0,0,0,11.0,0.12773513793945312,516,427,True,True,True,185,48,77,60,48399.625,261.6195983886719,1411.70458984375,21.38818359375,2.835207462310791,26.823974609375,67.20477294921875,40.6029052734375,8.649635869689291
614,25,True,14,numu,0.6331229209899902,0.6477131911960139,-0.3659412727027489,0.6682474144232571,68.53447828499661,44.718629927719576,0.5382450725933292,-0.11197412007020373,-0.04651678689021447,0.992621773371869,87.33382232690249,249.83652070548112,7,9,1,3,0,3,0,13.0,0.5206591486930847,1862,1375,False,False,False,787,287,107,393,172869.84375,219.65672302246094,2209.51806640625,54.5361328125,13.059612274169922,136.51498413085938,35.469200134277344,203.94790649414062,14.430799534425642
615,26,False,-12,nue,2.764068841934204,0.9917004686357223,-0.11179488614757736,-0.06349869241912982,83.58120674989998,134.988086971465,1.3119723812793882,0.9712880889613483,-0.1706318879369494,0.16578361517618115,80.17543962185431,92.85783031340611,7,32,0,1,0,6,0,,,915,808,False,False,False,683,191,205,287,185540.6875,271.6554870605469,5575.82568359375,388.88128662109375,50.29007339477539,158.62396240234375,262.90936279296875,625.2181396484375,1.7563200480394436
616,27,True,14,numu,3.7112369537353516,-0.8461482635664537,-0.0863707213319774,0.5259022861331459,85.04514867256762,166.1841804244275,37.02934967748458,-0.07475719134472938,-0.9963529055194614,0.041136966407047275,4.894893176295853,16.56024042555873,25,28,1,4,0,19,1,13.0,3.003493070602417,2260,1951,False,False,False,2388,653,898,837,580484.9375,243.0841522216797,10559.23828125,546.3707275390625,137.9090118408203,357.4840087890625,349.63165283203125,231.08978271484375,4.370658748055406
617,28,False,16,nutau,1.321211576461792,0.9004620809459079,0.33510297933958744,-0.2772616706584186,109.57880018458152,4317.622603339907,0.9497068255606226,0.8780328844562733,0.31103556388906506,-0.3637514698384159,108.12164945597992,4014.7057533638344,3,10,0,2,1,0,0,,,109,90,False,False,False,158,40,46,72,43404.85546875,274.7142639160156,1421.7769775390625,34.183502197265625,9.63602352142334,17.24399757385254,27.068603515625,24.268386840820312,4.6221127106349735
618,29,False,16,nutau,0.6389022469520569,0.8116720045488058,-0.5802970614961102,0.06666241407797355,54.52856092545911,28.361728445046083,0.38957083218926347,0.8437975236049098,-0.005091465384516439,-0.5366375090677692,89.7082792615406,427.4801858058905,5,6,0,1,0,4,0,,,41,34,True,False,False,42,13,14,15,17803.857421875,423.9013671875,1494.088623046875,52.82470703125,19.34958267211914,19.6390380859375,28.9354248046875,28.46875,0.7950824975736007
619,30,False,14,numu,0.23293398320674896,-0.17185381258258403,0.46326793837557084,-0.8693958157100128,117.59818347435859,5937.019995979021,0.43935904257134983,0.5258314817336884,0.13988695561852416,-0.8390070872558435,98.04130491129344,1893.1898406868952,6,7,0,2,0,4,0,,,99,76,False,False,False,68,23,23,22,22891.94140625,336.6462097167969,730.9548950195312,75.36099243164062,31.73078727722168,262.5670166015625,207.8311004638672,219.4986114501953,0.9023235735872543
620,31,True,12,nue,28.120655059814453,-0.5527699199871857,0.8281891055926639,-0.09245658946221175,145.91316227582428,10570.212229414092,,,,,,,22,262,1,3,6,12,0,11.0,9.598323822021484,21949,0,False,False,False,12890,2507,4935,5448,4636645.5,359.708740234375,56919.80859375,458.7021484375,41.54167175292969,814.1209716796875,483.0166320800781,1125.81982421875,28.101023821030378
621,32,True,12,nue,19.872982025146484,0.9036146304814656,0.35153517519291344,0.2447521607298538,110.58124206755834,4524.721230344594,,,,,,,5,49,1,0,2,2,0,11.0,9.303767204284668,24503,0,False,False,False,10468,2640,3669,4159,3611368.0,344.9912109375,21120.91796875,443.4716491699219,44.829254150390625,345.50897216796875,349.631591796875,335.8565368652344,23.60466564118296
622,33,True,12,nue,0.7018990516662598,-0.9295437807486784,0.3136580354743879,-0.1938220742170524,108.27981961957006,4047.686270931792,0.24326847327321474,0.22916933165053086,0.6803041370410601,0.6961807944461464,132.86741395816838,8690.612000020308,9,11,1,0,1,7,0,11.0,0.26045483350753784,617,549,False,False,False,339,75,143,121,92104.8125,271.69561767578125,3281.07275390625,199.90924072265625,37.69831466674805,198.78500366210938,218.41558837890625,265.0856018066406,1.6957695340872765
623,34,True,12,nue,0.5285605192184448,0.20127682506576783,-0.35998634458831613,0.910987086297817,68.90064259889436,45.444106136350456,33.375687021918495,-0.0028685942686561927,0.9999789693815552,0.005816524866691348,179.62840966167812,12755.232437067501,8,9,1,1,0,4,2,11.0,0.3308819830417633,600,486,False,False,False,457,138,178,141,114658.6953125,250.89430236816406,2712.596435546875,339.1469421386719,55.20549011230469,138.91000366210938,91.93991088867188,207.92230224609375,1.3474985123502599
624,35,True,12,nue,1.0827785730361938,0.39219182718931256,-0.9163196544784861,0.08089413762650896,23.60616391317905,18.002376000720687,1.0277281064212882,-0.17362412968067484,-0.984505127841261,0.024582816089509022,10.099363573521432,16.759002395744574,4,6,1,2,1,0,0,11.0,0.6631344556808472,1989,1810,False,False,False,703,161,285,257,271065.1875,385.58349609375,10844.4619140625,68.49552917480469,11.4981689453125,101.0689697265625,119.94189453125,98.94039916992188,10.26344359214894
625,36,False,-12,nue,0.989311695098877,-0.4784981381757498,-0.08571763382117442,0.8738947413816152,85.08270712345194,167.1542246393352,0.31096758247108847,-3.143736659562438e-06,-0.9999999999911159,-2.8080944301221483e-06,0.00024151534659521207,16.50000000014552,1,2,0,1,0,0,0,,,20,16,True,False,False,32,2,16,14,18943.939453125,591.9981079101562,1710.8731689453125,416.88397216796875,192.80943298339844,0.47900390625,375.6935119628906,374.76007080078125,0.07675996712847172
626,37,True,14,numu,23.021465301513672,0.922012777432386,-0.36702366914739154,0.12323175133464437,68.46782406127706,44.589221229407485,14.95737209525737,0.9027464965862521,-0.3645683354679654,0.22833898413403922,68.61898024947492,44.88384933985162,29,159,1,4,0,21,3,13.0,11.655208587646484,6403,5915,False,False,False,5111,1383,1689,2039,1583759.25,309.8726806640625,6523.65673828125,541.1478881835938,86.64115905761719,456.0830078125,385.1771240234375,508.3859558105469,9.444737957225485
627,38,False,-16,nutau,13.46912670135498,-0.4198959610618346,-0.3249867790450601,-0.8473906863601202,71.03522599653053,50.22768107331012,0.674652160081114,-0.8059911004900945,0.539952453178334,0.24254833381712898,122.6804021870266,6908.917214901199,3,12,0,1,0,2,0,,,52,37,False,False,False,85,23,16,46,52681.96875,619.787841796875,2416.302490234375,17.930084228515625,5.592806816101074,53.16900634765625,5.1336669921875,48.53680419921875,4.7406358451355075
628,39,False,16,nutau,5.186058521270752,0.9842777130704965,0.13437457229078426,-0.114633580919303,97.72245600006964,1826.9954200365287,2.3599109543084102,0.8510844822623314,-0.4835704383987115,-0.20448676035170946,61.081146188171154,33.977974358082975,28,112,0,1,2,23,2,,,1001,969,False,False,False,1213,315,480,418,336519.6875,277.4276123046875,18745.42578125,667.9617919921875,79.08050537109375,658.3709716796875,699.3395385742188,688.831298828125,1.8159721327506517
629,40,False,16,nutau,1.2026968002319336,0.9705963376211018,-0.22859007343562898,-0.07542763235842574,76.78592231611948,70.56513741137564,4.211963316250601,0.007501293670268011,0.8444484717716899,0.5355842689210819,147.61289225786047,10776.958316755443,75,90,0,12,2,56,5,,,278,226,False,False,False,202,63,71,68,35330.65234375,174.9042205810547,1411.8260498046875,174.78970336914062,36.84938049316406,1151.81591796875,828.5928955078125,1084.1923828125,1.1556744825717429
630,41,False,14,numu,3.628084897994995,0.6915270199276257,0.22950842371431968,0.6849206261707889,103.26813233298489,2994.00356761646,0.01415871362093927,0.7873821931156182,-0.231639599785821,0.5712900994901836,76.60637892371001,69.67829833166843,14,16,0,0,0,14,0,,,605,525,False,False,False,525,162,204,159,154730.3125,294.7243957519531,6418.0205078125,328.2276916503906,45.76262664794922,1007.157958984375,698.7816162109375,959.1168212890625,1.5994994126187256
631,42,False,-14,numu,6.510071277618408,0.17188094742067858,-0.9248389474436634,0.339307915034511,22.35591783724233,17.837047338683078,2.654416993508005,-0.22625898791485374,-0.9638428266996287,0.14076176969410284,15.454401794058777,17.117283624374977,14,60,0,3,0,11,0,,,2108,1728,False,False,False,1291,358,434,499,356990.125,276.5221862792969,6340.52294921875,610.310302734375,54.819175720214844,202.2130126953125,251.5513153076172,338.82421875,2.115317395455933
632,43,True,14,numu,19.282888412475586,-0.3033940505479832,0.6786145033127072,0.6689053789481255,132.73547008627472,8669.147717255952,16.426986785698855,-0.3393499049757797,0.6493599768320913,0.6805683378482683,130.49336423461114,8297.561516139362,18,36,1,2,2,12,1,13.0,13.506437301635742,13974,11609,False,False,False,3535,1162,1488,885,896646.6875,253.64828491210938,8126.63818359375,143.80499267578125,16.68006706237793,278.37396240234375,355.69146728515625,178.21075439453125,24.5819003514705
633,44,True,14,numu,0.5473657846450806,-0.016624926976717858,-0.7300526709843121,-0.6831886338279425,43.10919017015526,22.57558177417377,0.6979066781475249,-0.5315539499043659,-0.7085455586761159,-0.46412669565692694,44.88329913392446,23.257376437380117,6,8,1,1,0,4,0,13.0,0.4567171633243561,688,483,False,False,False,693,235,255,203,140587.203125,202.86753845214844,3410.661376953125,121.14338684082031,31.31816864013672,246.281005859375,264.3017883300781,139.69293212890625,5.720493855026411
634,45,False,14,numu,0.409363716840744,0.2703890514519146,0.5117175926963005,0.8154966990613985,120.77830559931432,6550.898183338673,0.0077618805781941805,0.7279529401869612,0.588659683226165,-0.3515171321816753,126.06195283843778,7526.897524122833,5,6,0,1,0,3,1,,,21,17,False,False,False,23,6,9,8,3509.876953125,152.6033477783203,393.7845458984375,50.839656829833984,15.47911262512207,30.656005859375,7.933906555175781,46.20330810546875,0.45240273900714106
635,46,True,12,nue,0.9590232372283936,0.7789925482794494,-0.5528943956409526,0.29576747115583096,56.43419189915472,29.755894377108234,0.9359263620748247,0.8484683452116444,-0.47104069241675256,0.2412926299358521,61.898128642864535,34.871540465964245,3,4,1,2,0,0,0,11.0,0.4742647111415863,1255,1197,True,False,False,649,183,276,190,241123.625,371.531005859375,8254.75,170.11550903320312,35.32106399536133,100.11099243164062,166.61190795898438,58.337501525878906,3.8150548629480237
636,47,False,-14,numu,0.16931305825710297,-0.17740256236994328,0.8006368031658905,0.5722840555885527,143.19095567640673,10219.905942672067,36.04864615940542,0.0,0.9870377858824746,-0.16048803457025096,170.76477538155063,12590.590468706137,3,4,0,2,0,0,1,,,34,30,False,False,False,40,4,21,15,12121.984375,303.04962158203125,851.2068481445312,282.4378967285156,121.4272689819336,57.47998046875,746.1847534179688,476.65802001953125,0.14162405421978028
637,48,False,-14,numu,4.757692813873291,-0.08461834958913197,0.9738865944147913,0.2106766150572276,166.87742630744413,12423.282561302956,0.14610895215251593,0.7702820521364903,0.3281282719863063,0.5468065446569544,109.15520853249781,4229.784093029035,13,16,0,0,2,11,0,,,406,379,False,False,False,264,86,87,91,78590.75,297.6922302246094,1874.6431884765625,114.13044738769531,16.42006492614746,78.5560302734375,105.007568359375,114.34149169921875,2.3131426016688206
638,49,False,14,numu,0.25265562534332275,0.6430420584893011,0.2939126570985303,-0.7071861572536076,107.09234698845265,3799.545684982061,,,,,,,1,16,0,1,0,0,0,,,85,64,False,False,False,81,25,29,27,9654.3798828125,119.18987274169922,652.6441650390625,54.2164306640625,8.910061836242676,108.7330322265625,75.60540771484375,102.6739501953125,1.4940120367180694
639,50,True,14,numu,1.3358232975006104,-0.35049939601738944,0.3367032309874823,0.8739457120634183,109.67614386970025,4337.781671884303,1.3257150314942672,-0.2200766530049196,0.38976606347543297,0.8942307770173294,112.93994397308222,5007.261985311064,7,8,1,1,0,5,0,13.0,1.1757649183273315,80,61,False,False,False,86,30,29,27,33971.03515625,395.01202392578125,921.4593505859375,47.85270690917969,11.422340393066406,70.009033203125,35.152099609375,63.620819091796875,1.79718150873305
640,51,False,14,numu,1.2082706689834595,-0.19388172603125292,0.9414009377276211,0.27599664990122214,160.2881723556045,12010.030709894912,0.00902585050809378,-0.7047480083371515,-0.6759420626740392,0.21548218639317615,47.4726504267313,24.373005349341838,14,15,0,0,0,13,1,,,55,44,False,False,False,66,21,20,25,8585.9248046875,130.0897674560547,627.6510620117188,385.15802001953125,129.64295959472656,335.8539733886719,276.9027404785156,284.3699035644531,0.17135823887726176
641,52,False,12,nue,0.23927560448646545,0.6533931667180606,0.41284594008507364,-0.6345357353541378,114.38373813145607,5298.96272298369,0.0020038767252117395,0.8017546889496854,0.5357044497485695,0.2649720009109937,122.39169807975891,6855.041316708186,1,2,0,0,0,1,0,,,8,6,True,False,False,11,2,6,3,672.638427734375,61.148948669433594,72.06395721435547,710.7508544921875,353.8914794921875,0.47900390625,421.6560363769531,48.2960205078125,0.01547659060903867
642,53,True,16,nutau,0.5160018801689148,-0.32765402125259896,-0.890296470349398,0.3162515410877948,27.08947512266735,18.526892386656073,33.970487655756926,0.15929872047621188,0.111537079718253,0.9809094746726458,96.40392906609524,1556.1210973215354,71,102,1,3,1,62,4,-13.0,21.695026397705078,169,162,False,False,False,143,48,58,37,33746.13671875,235.98696899414062,2207.722900390625,90.62749481201172,22.40380096435547,107.7750244140625,159.83734130859375,60.2042236328125,1.5778875968780157
643,54,False,-14,numu,25.388587951660156,-0.1389747289696707,-0.7787145949478101,0.6117921250907655,38.85696487179015,21.171026228620576,0.15837035545976125,-0.3613904322168137,0.7894448211384114,-0.49615907719186797,142.13365939876206,10077.622041996303,14,25,0,1,1,12,0,,,10003,8441,False,False,False,3781,1077,915,1789,1070754.75,283.19354248046875,6185.734375,392.1980285644531,44.39902877807617,434.60302734375,391.153076171875,445.0643005371094,9.640538005352663
